"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8
7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,7
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5
6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7
6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5
7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6
7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5
6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4
9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5
6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6
6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6
6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6
7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5
7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,7
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5
6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6
6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,3
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6
6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,6
6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5
8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,5
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6
7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5
6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5
6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6
5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5
6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5
6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6
7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6
6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7
6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5
6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7
6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6
7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7
6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6
6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8
6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8
5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5
6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5
6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5
7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5
5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6
6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6
6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6
7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8
6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5
7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6
6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5
6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7
6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5
7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6
7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6
6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6
5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6
6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5
6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5
6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5
5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7
7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7
5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,6
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6
